,index,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,Traffic per Lane,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenueShareHour,RevenuePerDay,RevenueShareDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
0,256,Night,8,OP,NT,1,NB,1NB,3.9,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,2288.5,396.3,2684.8,2684.8,3477.4,1.1,0.43467500000000003,3477.4,0.0,1.0,0.0,1876.57,324.966,2201.536,0.5000042378646643,1.5000057142950507,0.12398892123971843,0.12394923776671932,85.90397612694444,257.7107258558071,69.7527170679354,69.99993723669631,1.1399244531998696,3.342860140127802,3.3547080291094122,-0.011847888981610044,0.005925443126134711,232.6738899308184,2055.8261100691816,40.27928800009971,356.0207119999003,272.9531779309181,2411.846822069082,19294.774576552656,353.51175393111754,176.75587696555877,3123.8882460688824,1.9500165276721908,5.850022285750698,0.6475729446113533,689.3526633776299,689.3526633776299,5514.8213070210395,5514.8213070210395,1861.3911194465472,322.2343040007977,2183.625423447345,21478.4
1,257,AM-Early,1,OP,AM,1,NB,1NB,3.9,70,6000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.375,0.375,3.479,0.715,7981.6,645.8,8627.4,8627.4,9919.0,1.1,1.6531666666666667,9919.0,0.0,1.0,0.0,6544.912,529.5559999999999,7074.467999999999,5.149999999167186,15.449999963009358,0.2951981453900478,0.29403656232577313,47.800627016920075,143.40188073061483,14.357184506851544,64.36130582391453,2.2887845733340817,3.6357248661206207,16.298460181265373,-12.662735315144753,6.477801519204114,1932.0458841410687,6049.554115858931,155.7088257989871,490.09117420101285,2087.754709940056,6539.645290059944,6539.645290059944,2399.17236153803,1199.586180769015,7519.827638461969,20.084999996752025,60.25499985573649,5.918194122961318,48187.376852753,48187.376852753,48187.376852753,48187.376852753,1932.0458841410687,155.7088257989871,2087.754709940056,8627.4
2,258,AM-Peak,2,Peak,AM,1,NB,1NB,3.9,70,5600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.391304347826087,0.391304347826087,3.479,0.715,8151.7,668.2,8819.9,8819.9,10156.3,1.1,1.8136249999999998,10156.3,0.0,1.0,0.0,6684.393999999999,547.924,7232.317999999999,5.149999702401841,15.449999735976077,0.36091128302030917,0.359966104274895,41.92792294286621,125.78377394763646,13.108797404975213,52.328451486008966,3.7981251791618496,4.47175472147431,17.850607708010607,-13.378852986536296,7.2538752825767325,2412.4732147532563,5739.226785246743,197.23406771871757,470.96593228128245,2609.707282471974,6210.192717528025,12420.38543505605,3004.175417909409,1502.0877089547046,7152.124582090591,20.08499883936718,60.254998970306694,5.928443674938285,60338.860265624295,60338.860265624295,120677.72053124859,120677.72053124859,4824.946429506513,394.46813543743514,5219.414564943948,17639.8
3,259,AM-Shoulder,1,OP,AM,1,NB,1NB,3.9,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.479,0.715,7421.5,1092.8,8514.3,8514.3,10699.9,1.1,1.3374875,10699.9,0.0,1.0,0.0,6085.629999999999,896.0959999999999,6981.725999999999,2.5749988511792012,7.724994079000609,0.23971342158472989,0.23928039764482661,53.8634971701474,161.5904397483933,27.548476958228164,67.3314469719157,1.9142124878904971,3.4753448874729016,8.494117491678937,-5.018772604206035,2.575630174410897,1458.8071897986795,5962.692810201321,214.41820720793854,878.3817927920614,1673.225397006618,6841.0746029933825,6841.0746029933825,2102.0618114224953,1051.0309057112477,8597.838188577505,10.042495519598885,30.127476908102377,3.2349534190780633,21109.94425384576,21109.94425384576,21109.94425384576,21109.94425384576,1458.8071897986795,214.41820720793854,1673.225397006618,8514.3
4,260,MD,5,OP,MD,1,NB,1NB,3.9,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.482,0.708,9502.9,869.0,10371.9,10371.9,12109.9,1.1,1.5137375,12109.9,0.0,1.0,0.0,7792.377999999999,712.5799999999999,8504.957999999999,2.7372850121324617,8.177459588607364,0.2450890258172699,0.24526840159439678,53.28988324709952,159.2000339034016,25.256525113464928,63.894404888198046,1.6530080605519746,3.6622925029108804,9.26493248571429,-5.60263998280341,2.9610376714285733,1909.8263328199257,7593.073667180074,174.77335760813523,694.2266423918647,2084.599690428061,8287.30030957194,41436.5015478597,2434.1464056443315,1217.0732028221657,9675.753594355669,10.6754115473166,31.89209239556872,3.193390604525452,25962.070155877573,25962.070155877573,129810.35077938787,129810.35077938787,9549.131664099628,873.8667880406762,10422.998452140304,51859.5
5,261,PM-Shoulder,1,OP,PM,1,NB,1NB,3.9,70,9600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2727272727272727,0.2727272727272727,3.632,0.592,13331.2,813.4,14144.6,14144.6,15771.400000000001,1.1,1.6428541666666667,15771.400000000001,0.0,1.0,0.0,10931.584,666.9879999999999,11598.572,1.5160657000079651,4.535891963097893,0.15210203217456997,0.15215827969794896,69.64371384674206,208.365878811233,43.93418874650687,68.18475168969714,1.4438890036300807,3.431852345300216,5.326148192928791,-1.894295847628575,0.9916455250358244,1662.7161412870144,11668.483858712987,101.48774665917557,711.9122533408245,1764.20388794619,12380.396112053812,12380.396112053812,1967.179381264541,983.5896906322705,13804.22061873546,5.912656230031064,17.689978656081784,1.6897844888833151,11626.385023808527,11626.385023808527,11626.385023808527,11626.385023808527,1662.7161412870144,101.48774665917557,1764.20388794619,14144.6
6,262,PM-Peak,3,Peak,PM,1,NB,1NB,3.9,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.632,0.592,10498.2,662.9,11161.1,11161.1,12486.900000000001,1.1,1.5608625000000003,12486.900000000001,0.0,1.0,0.0,8608.524,543.578,9152.101999999999,3.746270805227463,11.187092038204726,0.2261233042156128,0.22616643815371643,59.29708218475118,177.07260112433966,25.256525113464928,65.37254300571904,3.9196176265542335,3.5794844324708124,9.26493248571429,-5.685448053243478,2.9610376714285733,1946.587891299404,8551.612108700596,122.93910011872086,539.9608998812791,2069.526991418125,9091.573008581876,27274.719025745628,2315.4051916555663,1157.7025958277832,10171.494808344432,14.610456140387106,43.62965894899843,4.18828865293848,33804.32801891513,33804.32801891513,101412.98405674538,101412.98405674538,5839.763673898212,368.8173003561626,6208.580974254374,33483.3
7,263,PM-Late,3,OP,NT,1,NB,1NB,3.9,70,8000.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3103448275862069,0.3103448275862069,3.635,0.708,6802.3,511.5,7313.8,7313.8,8336.8,1.1,1.0420999999999998,8336.8,0.0,1.0,0.0,5577.8859999999995,419.42999999999995,5997.316,2.574999819797281,7.72499489237056,0.1274515374946935,0.1265523630310411,85.20207290227843,255.60606759238576,42.142766556099666,69.98604401968238,2.6973298155426355,3.343523745022529,5.552554308187232,-2.209030563164703,1.1048485826650445,710.910146670126,6091.389853329874,53.07985762610956,458.4201423738904,763.9900042962355,6549.809995703765,19649.429987111296,870.1497195484546,435.0748597742273,7466.650280451546,10.042499297209396,30.127480080245185,2.9328068639865146,8738.477001606636,8738.477001606636,26215.431004819908,26215.431004819908,2132.730440010378,159.23957287832866,2291.9700128887066,21941.4
8,264,Night,8,OP,NT,1,SB,1SB,3.9,70,9600.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2727272727272727,0.2727272727272727,3.635,0.708,2940.5,519.5,3460.0,3460.0,4499.0,1.1,0.4686458333333333,4499.0,0.0,1.0,0.0,2411.21,425.98999999999995,2837.2,0.5199638351128437,1.5596210621701108,0.12098063590289852,0.120980908384207,86.8164806929717,260.4042871613531,69.60602062623077,69.99974581042072,1.1628883775687857,3.342869281750519,3.3617781607790684,-0.018908879028549652,0.009460508960962899,291.70971909542794,2648.7902809045722,51.536657162588334,467.9633428374117,343.24637625801626,3116.753623741984,24934.028989935872,446.31969058319294,223.15984529159647,4052.680309416807,2.0278589569400904,6.082522142463432,0.6760629574446743,905.0190250341316,905.0190250341316,7240.152200273053,7240.152200273053,2333.6777527634235,412.29325730070667,2745.97101006413,27680.0
9,265,AM-Early,1,OP,AM,1,SB,1SB,3.9,70,8800.0,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.2903225806451613,0.2903225806451613,3.479,0.715,12872.8,1041.6,13914.4,13914.4,15997.599999999999,1.1,1.8179090909090907,15997.599999999999,0.0,1.0,0.0,10555.695999999998,854.1119999999999,11409.807999999999,2.100739495115424,6.2692719668948795,0.1657221713202292,0.16596184163380404,65.32656205037824,194.95515036887176,35.0,66.75723742354576,1.544223565775743,3.5052379192292116,6.685714285714286,-3.1804763664850744,1.6714285714285715,1749.312860916258,11123.487139083742,141.7500004815316,899.8499995184683,1891.0628613977894,12023.33713860221,12023.33713860221,2174.5628623608527,1087.2814311804264,13823.037137639147,8.192884030950154,24.45016067089003,2.413203714017835,17797.727690208725,17797.727690208725,17797.727690208725,17797.727690208725,1749.312860916258,141.7500004815316,1891.0628613977894,13914.4
